genres,imdb_score,movie_or_tv,rated,resp_stat,resp_url,rg_score,seasons,title,website,year_end,year_start
"fantasy,horror,thriller,mystery",5.9,movie,18+ (R),200,https://reelgood.com/movie/look-away-2018,62,,Look Away,HBO Max,,2018
"action-and-adventure,children,science-fiction,drama,family,fantasy",7.4,show,All (TV-G),200,https://reelgood.com/show/the-sarah-jane-adventures-2007,62,5,The Sarah Jane Adventures,HBO Max,2011,2007
"horror,thriller",5.5,movie,18+ (R),200,https://reelgood.com/movie/hostel-part-ii-2007,62,,Hostel: Part II,HBO Max,,2007
"drama,romance",6.6,movie,13+ (PG-13),200,https://reelgood.com/movie/the-art-of-getting-by-2011,62,,The Art of Getting By,HBO Max,,2011
"animation,children,comedy,action-and-adventure,family,fantasy",7.3,show,7+ (TV-PG),200,https://reelgood.com/show/chowder-2007,62,4,Chowder,HBO Max,2010,2007
"comedy,fantasy,romance",5.3,movie,13+ (PG-13),200,https://reelgood.com/movie/little-nicky-2000,62,,Little Nicky,HBO Max,,2000
"comedy,drama,fantasy,family",6,movie,13+ (PG-13),200,https://reelgood.com/movie/drop-dead-fred-1991,62,,Drop Dead Fred,HBO Max,,1991
"drama,romance,musical",6.2,movie,18+ (R),200,https://reelgood.com/movie/a-star-is-born-1976,62,,A Star Is Born,HBO Max,,1976
"comedy,drama,family,romance",6.1,movie,7+ (PG),200,https://reelgood.com/movie/the-resurrection-of-gavin-stone-2017,62,,The Resurrection of Gavin Stone,HBO Max,,2017
"action-and-adventure,children,comedy,fantasy,family",6.2,movie,7+ (PG),200,https://reelgood.com/movie/sky-high-2005,62,,Sky High,HBO Max,,2005
"action-and-adventure,comedy,romance",5.8,movie,13+ (PG-13),200,https://reelgood.com/movie/six-days-seven-nights-1998,62,,Six Days Seven Nights,HBO Max,,1998
"comedy,drama",6.4,movie,18+ (R),200,https://reelgood.com/movie/papi-chulo-2018,62,,Papi Chulo,HBO Max,,2019
"comedy,family,sport",6.1,movie,7+ (PG),200,https://reelgood.com/movie/little-big-league-1994,58,,Little Big League,HBO Max,,1994
drama,5.7,movie,18+ (R),200,https://reelgood.com/movie/bright-lights-big-city-1988,58,,"Bright Lights, Big City",HBO Max,,1988
"comedy,family,fantasy,romance",5.5,movie,7+ (PG),200,https://reelgood.com/movie/yours-mine-ours-2005,58,,"Yours, Mine & Ours",HBO Max,,2005
"fantasy,musical,romance,science-fiction",5.2,movie,7+ (PG),200,https://reelgood.com/movie/xanadu-1980,58,,Xanadu,HBO Max,,1980
"biography,romance,drama",6.3,movie,18+ (R),200,https://reelgood.com/movie/hemingway-gellhorn-2012,58,,Hemingway & Gellhorn,HBO Max,,2012
"comedy,drama,romance,musical",5.6,movie,13+ (PG-13),200,https://reelgood.com/movie/the-fighting-temptations-2003,58,,The Fighting Temptations,HBO Max,,2003
"action-and-adventure,comedy,science-fiction",4.9,movie,13+ (PG-13),200,https://reelgood.com/movie/wild-wild-west-1999,58,,Wild Wild West,HBO Max,,1999
"thriller,crime,drama",6.2,movie,18+ (R),200,https://reelgood.com/movie/witness-protection-1999,58,,Witness Protection,HBO Max,,1999
"comedy,family,fantasy,action-and-adventure,drama",5.6,movie,7+ (PG),200,https://reelgood.com/movie/fred-claus-2007,58,,Fred Claus,HBO Max,,2007
"comedy,action & adventure",5.5,movie,18+ (R),200,https://reelgood.com/movie/volunteers-1985,58,,Volunteers,HBO Max,,1985
"drama,romance,documentary",6.1,movie,18+ (R),200,https://reelgood.com/movie/havana-1990,58,,Havana,HBO Max,,1990
"horror,thriller,action-and-adventure,mystery",5.1,movie,18+ (R),200,https://reelgood.com/movie/childs-play-3-1991,58,,Child's Play 3,HBO Max,,1991
"action-and-adventure,horror,animation,science-fiction,drama,musical",6.1,movie,All (G),200,https://reelgood.com/movie/godzilla-vs-hedorah-1971,58,,Godzilla vs. Hedorah,HBO Max,,1971
"drama,sport",7.5,show,18+ (TV-MA),200,https://reelgood.com/show/luck-2012,58,1,Luck,HBO Max,2012,2012
"drama,history,biography",7.3,movie,7+ (PG),200,https://reelgood.com/movie/einstein-and-eddington-2008,58,,Einstein and Eddington,HBO Max,,2008
"drama,family",6.7,movie,13+ (PG-13),200,https://reelgood.com/movie/an-american-rhapsody-2001,58,,An American Rhapsody,HBO Max,,2001
"drama,history",6.8,movie,7+ (PG),200,https://reelgood.com/movie/cheyenne-autumn-1964,58,,Cheyenne Autumn,HBO Max,,1964
"drama,independent,history,biography",7.5,movie,16+,200,https://reelgood.com/movie/iron-jawed-angels-2004,58,,Iron Jawed Angels,HBO Max,,2004
"comedy,romance",6.3,movie,18+ (R),200,https://reelgood.com/movie/the-lonely-guy-1984,58,,The Lonely Guy,HBO Max,,1984
"comedy,drama,romance",5.7,movie,18+ (R),200,https://reelgood.com/movie/something-to-talk-about-1995,59,,Something to Talk About,HBO Max,,1995
"thriller,mystery",6.1,movie,18+ (R),200,https://reelgood.com/movie/the-little-drummer-girl-1984,59,,The Little Drummer Girl,HBO Max,,1984
"action-and-adventure,drama,science-fiction",6,movie,18+ (R),200,https://reelgood.com/movie/soldier-1998-1,59,,Soldier,HBO Max,,1998
"comedy,drama,romance",5.5,movie,13+ (PG-13),200,https://reelgood.com/movie/picture-perfect-1997,59,,Picture Perfect,HBO Max,,1997
"comedy,family,romance",5.9,movie,7+ (PG),200,https://reelgood.com/movie/it-takes-two-1995,59,,It Takes Two,HBO Max,,1995
"drama,cult",4.9,movie,18+ (R),200,https://reelgood.com/movie/showgirls-1995,59,,Showgirls,HBO Max,,1995
"romance,drama",5.7,movie,13+ (PG-13),200,https://reelgood.com/movie/bounce-2000,59,,Bounce,HBO Max,,2000
"animation,anime,crime,drama,thriller,action-and-adventure",7.7,show,18+ (TV-MA),200,https://reelgood.com/show/91-days-2016,59,2,91 Days,HBO Max,2016,2016
drama,5.7,movie,18+ (R),200,https://reelgood.com/movie/native-son-2019,59,,Native Son,HBO Max,,2019
"action-and-adventure,horror,family,science-fiction",5.7,movie,7+ (PG),200,https://reelgood.com/movie/godzilla-vs-gigan-1972,59,,Godzilla vs. Gigan,HBO Max,,1972
"horror,mystery,thriller,crime,drama",5.2,movie,18+ (R),200,https://reelgood.com/movie/a-nightmare-on-elm-street-2010,59,,A Nightmare on Elm Street,HBO Max,,2010
"action & adventure,drama",7.6,movie,18+ (R),200,https://reelgood.com/movie/lone-wolf-and-cub-baby-cart-to-hades-1972,59,,Lone Wolf and Cub: Baby Cart to Hades,HBO Max,,1972
"animation,action-and-adventure,family,science-fiction,thriller,mystery",6.5,movie,7+ (PG),200,https://reelgood.com/movie/battle-for-terra-2007,59,,Battle for Terra,HBO Max,,2007
"comedy,drama,romance",5.9,movie,13+ (PG-13),200,https://reelgood.com/movie/something-borrowed-2011,59,,Something Borrowed,HBO Max,,2011
"animation,children,comedy,action-and-adventure,family",6.6,show,7+ (TV-PG),200,https://reelgood.com/show/clarence-2014,59,5,Clarence,HBO Max,2017,2014
"comedy,drama,fantasy",6.8,show,14+ (TV-14),200,https://reelgood.com/show/untitled-alan-ball-drama,59,1,Here and Now,HBO Max,2018,2018
"documentary,comedy",6.5,show,18+ (TV-MA),200,https://reelgood.com/show/wyatt-cenacs-problem-areas-2018,59,2,Wyatt Cenac's Problem Areas,HBO Max,2020,2018
"action-and-adventure,children,fantasy,family,science-fiction",5.1,movie,7+ (PG),200,https://reelgood.com/movie/eragon-2006,59,,Eragon,HBO Max,,2006
"comedy,crime,thriller,action-and-adventure",6.2,movie,13+ (PG-13),200,https://reelgood.com/movie/national-lampoons-loaded-weapon-1-1993,59,,National Lampoon's Loaded Weapon 1,HBO Max,,1993
"animation,comedy,family,romance,action-and-adventure",7.1,show,All (TV-G),200,https://reelgood.com/show/popeye-the-sailor-1960,59,20,Popeye the Sailor,HBO Max,1955,1960
"drama,biography,history",6.1,show,18+ (TV-MA),200,https://reelgood.com/show/catherine-the-great-2019,59,1,Catherine the Great,HBO Max,2019,2019
"romance,thriller,crime,drama,mystery",6,movie,18+ (R),200,https://reelgood.com/movie/eyewitness-1981,59,,Eyewitness,HBO Max,,1981
"drama,crime,mystery,thriller",6.4,show,18+ (TV-MA),200,https://reelgood.com/show/mosaic-2018,59,1,Mosaic,HBO Max,2018,2018
"horror,thriller,mystery",5.6,movie,18+ (R),200,https://reelgood.com/movie/jeepers-creepers-2-2003,60,,Jeepers Creepers 2,HBO Max,,2003
"action-and-adventure,comedy,fantasy",5.5,movie,18+ (R),200,https://reelgood.com/movie/your-highness-2011,60,,Your Highness,HBO Max,,2011
"horror,mystery,thriller",5.6,movie,18+ (R),200,https://reelgood.com/movie/house-on-haunted-hill-1999,60,,House on Haunted Hill,HBO Max,,1999
"comedy,romance,documentary",5.4,movie,13+ (PG-13),200,https://reelgood.com/movie/forces-of-nature-1999,60,,Forces of Nature,HBO Max,,1999
"documentary,drama,history",7,movie,16+,200,https://reelgood.com/movie/unlocking-the-cage-2016,60,,Unlocking the Cage,HBO Max,,2016
"drama,romance",6,movie,13+ (PG-13),200,https://reelgood.com/movie/nights-in-rodanthe-2008,60,,Nights in Rodanthe,HBO Max,,2008
"action-and-adventure,thriller,crime,drama",5.8,movie,18+ (R),200,https://reelgood.com/movie/cradle-2-the-grave-2003,60,,Cradle 2 the Grave,HBO Max,,2003
"action-and-adventure,comedy,crime,thriller,mystery",5.6,movie,18+ (R),200,https://reelgood.com/movie/cop-out-2010,60,,Cop Out,HBO Max,,2010
"comedy,romance",6.5,show,18+ (TV-MA),200,https://reelgood.com/show/sally4ever-2018,60,1,Sally4Ever,HBO Max,2020,2018
"comedy,crime,romance",5.8,movie,13+ (PG-13),200,https://reelgood.com/movie/mickey-blue-eyes-1999,60,,Mickey Blue Eyes,HBO Max,,1999
documentary,7,movie,16+,200,https://reelgood.com/movie/abortion-stories-women-tell-2016,60,,Abortion: Stories Women Tell,HBO Max,,2016
drama,6.9,movie,18+ (R),200,https://reelgood.com/movie/pu-239-2006,60,,Pu-239,HBO Max,,2006
"drama,musical",5.8,movie,18+ (R),200,https://reelgood.com/movie/last-days-2005,60,,Last Days,HBO Max,,2005
"drama,thriller,crime,mystery",6.2,movie,18+ (R),200,https://reelgood.com/movie/the-whole-truth-2016,60,,The Whole Truth,HBO Max,,2016
"comedy,romance",6.1,movie,7+ (PG),200,https://reelgood.com/movie/housesitter-1992,60,,Housesitter,HBO Max,,1992
"animation,comedy,drama,fantasy,science-fiction",8,show,14+ (TV-14),200,https://reelgood.com/show/close-enough-2020,60,1,Close Enough,HBO Max,2020,2020
"comedy,romance,thriller,mystery",5.9,movie,18+ (R),200,https://reelgood.com/movie/jumpin-jack-flash-1986,60,,Jumpin' Jack Flash,HBO Max,,1986
"drama,sport",6.3,movie,18+ (R),200,https://reelgood.com/movie/personal-best-1982,60,,Personal Best,HBO Max,,1982
"comedy,family",7.8,show,All (TV-G),200,https://reelgood.com/show/the-not-too-late-show-with-elmo-2020,60,1,The Not-Too-Late Show with Elmo,HBO Max,2020,2020
"action-and-adventure,crime,drama,thriller,mystery",6.3,movie,18+ (R),200,https://reelgood.com/movie/rapid-fire-1992,60,,Rapid Fire,HBO Max,,1992
"thriller,horror,mystery",5.3,movie,18+ (R),200,https://reelgood.com/movie/the-curse-of-la-llorona-2019,60,,The Curse of La Llorona,HBO Max,,2019
comedy,6,movie,7+ (PG),200,https://reelgood.com/movie/vegas-vacation-1997,60,,Vegas Vacation,HBO Max,,1997
"animation,action-and-adventure,fantasy,science-fiction,drama",6.8,movie,7+ (PG),200,https://reelgood.com/movie/green-lantern-emerald-knights-2011,60,,Green Lantern: Emerald Knights,HBO Max,,2011
"crime,drama,romance,thriller,mystery,action-and-adventure",6.1,movie,18+ (R),200,https://reelgood.com/movie/tequila-sunrise-1988,60,,Tequila Sunrise,HBO Max,,1988
documentary,8.2,show,7+ (TV-PG),200,https://reelgood.com/show/the-nineties,60,1,The Nineties,HBO Max,2017,2017
"action-and-adventure,crime,thriller,mystery",5.9,movie,18+ (R),200,https://reelgood.com/movie/next-of-kin-1989,60,,Next of Kin,HBO Max,,1989
"horror,thriller,mystery,fantasy",5.2,movie,18+ (R),200,https://reelgood.com/movie/the-final-destination-2009,60,,The Final Destination,HBO Max,,2009
"romance,anime,animation,action-and-adventure,drama,fantasy,horror,science-fiction",6.9,show,18+ (TV-MA),200,https://reelgood.com/show/berserk-2016,60,3,Berserk,HBO Max,2016,2016
"animation,anime,action-and-adventure,drama,fantasy,horror,science-fiction",7.2,show,18+ (TV-MA),200,https://reelgood.com/show/kabaneri-of-the-iron-fortress-2016,60,2,Kabaneri of the Iron Fortress,HBO Max,2019,2016
"comedy,drama,family,romance",6.7,movie,13+ (PG-13),200,https://reelgood.com/movie/angus-1995,60,,Angus,HBO Max,,1995
"action-and-adventure,drama,thriller,mystery,documentary",5.9,movie,13+ (PG-13),200,https://reelgood.com/movie/daylight-1996,61,,Daylight,HBO Max,,1996
"animation,action-and-adventure,comedy,fantasy,science-fiction",5.9,movie,13+ (PG-13),200,https://reelgood.com/movie/batman-harley-quinn-2017,61,,Batman and Harley Quinn,HBO Max,,2017
"comedy,crime",5.9,movie,18+ (R),200,https://reelgood.com/movie/analyze-that-2002,61,,Analyze That,HBO Max,,2002
"action-and-adventure,drama,history",6.2,movie,18+ (R),200,https://reelgood.com/movie/last-knights-2015,61,,Last Knights,HBO Max,,2015
"comedy,romance",5.9,movie,13+ (PG-13),200,https://reelgood.com/movie/must-love-dogs-2005,61,,Must Love Dogs,HBO Max,,2005
"comedy,musical,romance,family",5.8,movie,7+ (PG),200,https://reelgood.com/movie/another-cinderella-story-2008,61,,Another Cinderella Story,HBO Max,,2008
"documentary,history",8.2,movie,18+ (R),200,https://reelgood.com/movie/hearts-and-minds-1974,61,,Hearts and Minds,HBO Max,,1974
"documentary,biography",7.8,movie,7+ (PG),200,https://reelgood.com/movie/nothing-left-unsaid-gloria-vanderbilt-anderson-cooper-2016,61,,Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,HBO Max,,2016
documentary,7.1,movie,16+,200,https://reelgood.com/movie/the-oslo-diaries-2018,61,,The Oslo Diaries,HBO Max,,2018
"crime,drama,mystery,thriller",6.3,movie,18+ (R),200,https://reelgood.com/movie/mulholland-falls-1996,56,,Mulholland Falls,HBO Max,,1996
"comedy,romance",5.9,movie,13+ (PG-13),200,https://reelgood.com/movie/mr-wonderful-1993,56,,Mr. Wonderful,HBO Max,,1993
"drama,crime,mystery,thriller",6.7,show,18+ (TV-MA),200,https://reelgood.com/show/five-days-2007,56,2,Five Days,HBO Max,2010,2007
"children,family,comedy",8.1,show,All (TV-G),200,https://reelgood.com/show/the-electric-company-1971,56,6,The Electric Company,HBO Max,1977,1971
documentary,5.3,movie,16+,200,https://reelgood.com/movie/traffic-stop-2017,57,,Traffic Stop,HBO Max,31 minutes,2017
"animation,action-and-adventure,comedy,family,sport",5.7,movie,All (G),200,https://reelgood.com/movie/everyones-hero-2006,57,,Everyone's Hero,HBO Max,,2006
comedy,8.2,show,18+ (TV-MA),200,https://reelgood.com/show/high-maintenance-2012,57,6,High Maintenance,HBO Max,2015,2012
"thriller,drama,mystery",5.6,movie,18+ (R),200,https://reelgood.com/movie/share-2019,57,,Share,HBO Max,,2019
"action-and-adventure,drama,romance,mystery,thriller,crime",6.2,movie,18+ (R),200,https://reelgood.com/movie/the-lady-in-red-1979,57,,The Lady in Red,HBO Max,,1979
"horror,thriller,fantasy,mystery",5.2,movie,18+ (R),200,https://reelgood.com/movie/a-nightmare-on-elm-street-5-the-dream-child-1989,57,,A Nightmare on Elm Street: The Dream Child,HBO Max,,1989
"comedy,crime",5.1,movie,13+ (PG-13),200,https://reelgood.com/movie/malibus-most-wanted-2003,57,,Malibu's Most Wanted,HBO Max,,2003
comedy,7.2,show,7+ (TV-PG),200,https://reelgood.com/show/almost-royal-2014,57,2,Almost Royal,HBO Max,2016,2014
drama,8.1,show,18+ (TV-MA),200,https://reelgood.com/show/capadocia-2008,57,3,Capadocia,HBO Max,2012,2008
"crime,drama,thriller,mystery",6.1,movie,18+ (R),200,https://reelgood.com/movie/in-secret-2013,57,,In Secret,HBO Max,,2013
"reality,romance,game-show,drama",3.4,show,14+ (TV-14),200,https://reelgood.com/show/the-bachelorette-2003,57,15,The Bachelorette,HBO Max,2020,2003
"drama,comedy,musical,romance",6.1,show,14+ (TV-14),200,https://reelgood.com/show/katy-keene-2020,57,1,Katy Keene,HBO Max,2020,2020
"romance,comedy",6.1,movie,13+ (PG-13),200,https://reelgood.com/movie/overnight-delivery-1998,57,,Overnight Delivery,HBO Max,,1998
"comedy,drama,romance",5.5,movie,13+ (PG-13),200,https://reelgood.com/movie/rumor-has-it-2005,57,,Rumor Has It...,HBO Max,,2005
comedy,8.2,show,14+ (TV-14),200,https://reelgood.com/show/knowing-me-knowing-you-with-alan-partridge-1994,57,1,Knowing Me Knowing You with Alan Partridge,HBO Max,1994,1994
"drama,musical",5.9,movie,18+ (R),200,https://reelgood.com/movie/54-1998,57,,54,HBO Max,,1998
"comedy,romance",6,movie,13+ (PG-13),200,https://reelgood.com/movie/three-to-tango-1999,57,,Three to Tango,HBO Max,,1999
"action-and-adventure,drama,family,science-fiction",6.3,movie,All (G),200,https://reelgood.com/movie/terror-of-mechagodzilla-1975,57,,Terror of Mechagodzilla,HBO Max,,1975
"documentary,history",8.5,show,7+ (TV-PG),200,https://reelgood.com/show/the-sixties-2014,57,1,The Sixties,HBO Max,2014,2014
"animation,action-and-adventure,comedy,family,fantasy,musical",5.6,movie,7+ (PG),200,https://reelgood.com/movie/rugrats-go-wild-2003,57,,Rugrats Go Wild,HBO Max,,2003
"comedy,reality",7.4,show,14+ (TV-14),200,https://reelgood.com/show/the-carbonaro-effect-2014,57,7,The Carbonaro Effect,HBO Max,2020,2014
"action-and-adventure,family,science-fiction,thriller,mystery",5.2,movie,13+ (PG-13),200,https://reelgood.com/movie/lost-in-space-1998,57,,Lost in Space,HBO Max,,1998
"documentary,crime",6.6,show,14+ (TV-14),200,https://reelgood.com/show/the-case-against-adnan-syed-2019,57,1,The Case Against Adnan Syed,HBO Max,2020,2019
"comedy,family,crime",4.5,movie,7+ (PG),200,https://reelgood.com/movie/home-alone-3-1997,57,,Home Alone 3,HBO Max,,1997
"comedy,family,romance",6,movie,7+ (PG),200,https://reelgood.com/movie/a-cinderella-story-once-upon-a-song-2011,57,,A Cinderella Story: Once Upon a Song,HBO Max,,2011
"animation,children,family,comedy",6.6,show,All (TV-G),200,https://reelgood.com/show/the-yogi-bear-show-1958,57,4,The Yogi Bear Show,HBO Max,1972,1958
"animation,children,comedy,family,mystery",7.6,show,7+ (TV-PG),200,https://reelgood.com/show/the-scooby-doodynomutt-hour-1976,57,3,The Scooby-Doo/Dynomutt Hour,HBO Max,1978,1976
"drama,history",7.1,movie,16+,200,https://reelgood.com/movie/bury-my-heart-at-wounded-knee-2007,57,,Bury My Heart at Wounded Knee,HBO Max,,2007
"action-and-adventure,comedy,family,crime",5.3,movie,7+ (PG),200,https://reelgood.com/movie/monkey-trouble-1994,57,,Monkey Trouble,HBO Max,,1994
"drama,crime,comedy",8.2,show,7+ (TV-PG),200,https://reelgood.com/show/the-no-1-ladies-detective-agency-2009,57,1,The No. 1 Ladies' Detective Agency,HBO Max,2009,2009
"thriller,crime,mystery,action-and-adventure",5.8,movie,13+ (PG-13),200,https://reelgood.com/movie/firewall-2006,58,,Firewall,HBO Max,,2006
drama,6.5,movie,16+,200,https://reelgood.com/movie/cinema-verite-2011,58,,Cinema Verite,HBO Max,,2011
"comedy,romance",6,movie,7+ (PG),200,https://reelgood.com/movie/pulling-strings-2013,58,,Pulling Strings,HBO Max,,2013
"action-and-adventure,comedy,drama,family,sport",5.5,movie,7+ (PG),200,https://reelgood.com/movie/d3-the-mighty-ducks-1996,58,,D3: The Mighty Ducks,HBO Max,,1996
"action-and-adventure,animation,children,fantasy,comedy,family,science-fiction",2.5,show,7+ (TV-PG),200,https://reelgood.com/show/ben-10-2016,58,5,Ben 10,HBO Max,2020,2016
"action & adventure,comedy",5.9,movie,13+ (PG-13),200,https://reelgood.com/movie/almost-heroes-1998,58,,Almost Heroes,HBO Max,,1998
comedy,6.4,show,18+ (TV-MA),200,https://reelgood.com/show/hard-2020,55,1,Hard,HBO Max,2020,2020
documentary,7.5,movie,All (G),200,https://reelgood.com/movie/diana-our-mother-her-life-and-legacy-2017,55,,"Diana, Our Mother: Her Life and Legacy",HBO Max,,2017
documentary,8,show,7+ (TV-PG),200,https://reelgood.com/show/the-2000s-2018,55,1,The 2000s,HBO Max,2018,2018
